"Seniority","Home","Time","Age","Marital","Records","Job","Expenses","Income","Assets","Debt","Amount","Price","Class"
0,"rent",60,36,"married","yes","fixed",85,100,0,0,1100,1256,"positive"
0,"rent",36,29,"single","no","partime",46,113,0,0,1100,1110,"negative"
9,"owner",60,47,"married","no","freelance",75,178,50000,0,1850,1852,"negative"
15,"owner",48,53,"married","no","freelance",75,100,17000,0,500,1114,"negative"
10,"owner",60,34,"married","yes","fixed",60,310,3000,0,1600,1849,"negative"
2,"other",60,21,"single","no","fixed",35,86,0,0,1400,1600,"positive"
10,"other",36,32,"single","no","fixed",35,139,0,0,1100,2471,"negative"
0,"owner",60,32,"single","no","partime",35,94,7500,0,1350,1583,"negative"
1,"rent",36,24,"married","no","fixed",59,135,0,0,650,1136,"negative"
23,"priv",60,51,"married","yes","fixed",45,110,2500,0,800,1343,"negative"
3,"owner",48,29,"married","no","fixed",45,145,3500,0,700,1104,"negative"
4,"parents",54,38,"divorced","no","fixed",35,53,0,0,850,1129,"negative"
18,"owner",42,38,"married","no","freelance",75,229,8000,0,1700,1850,"negative"
12,"owner",60,47,"married","yes","freelance",75,285,20000,0,1440,1440,"positive"
2,"rent",12,34,"married","no","freelance",69,240,0,0,500,700,"negative"
8,"parents",60,22,"single","no","fixed",35,86,8000,0,1200,1214,"negative"
24,"priv",60,46,"married","no","fixed",60,165,3500,1300,1400,1530,"positive"
14,"owner",60,39,"married","no","fixed",105,129,3500,1200,750,1888,"negative"
2,"parents",60,28,"married","no","fixed",60,131,6000,0,1250,1346,"negative"
9,"rent",60,39,"married","no","fixed",57,123,0,0,1000,1194,"negative"
6,"rent",48,53,"separated","yes","fixed",56,208,0,0,1200,1479,"positive"
23,"owner",60,49,"married","no","fixed",60,133,2000,0,1000,1755,"negative"
3,"owner",24,46,"married","no","freelance",75,500,14000,0,500,1095,"negative"
0,"parents",36,56,"married","yes","fixed",35,102,6000,0,1000,1606,"negative"
15,"owner",48,33,"married","no","fixed",75,150,3000,0,1000,1670,"negative"
0,"parents",60,30,"married","no","fixed",75,100,5000,0,1350,1896,"negative"
1,"rent",18,26,"single","no","fixed",46,110,0,0,500,600,"negative"
16,"rent",60,36,"single","yes","fixed",47,120,5500,1700,1650,1852,"negative"
2,"parents",24,37,"single","no","fixed",35,78,0,0,800,1298,"positive"
12,"owner",60,26,"married","no","fixed",60,187,6000,1000,1100,1175,"negative"
25,"owner",60,62,"married","no","freelance",60,428,22000,0,1900,1994,"negative"
3,"rent",60,41,"married","no","others",51,60,0,0,750,818,"negative"
4,"owner",60,37,"married","no","fixed",75,116,3000,575,950,950,"positive"
2,"owner",36,32,"married","no","fixed",75,114,5000,0,1000,1853,"negative"
4,"owner",48,32,"married","no","fixed",45,208,6500,5000,1000,1323,"negative"
16,"owner",60,31,"married","no","fixed",75,123,4000,0,700,1698,"negative"
0,"rent",48,28,"married","no","partime",66,64,0,0,1100,1365,"positive"
10,"owner",48,37,"married","no","fixed",75,350,7000,0,1000,1628,"negative"
3,"parents",36,21,"single","no","fixed",35,85,0,0,105,105,"positive"
5,"rent",24,31,"married","no","fixed",84,90,0,0,400,2230,"negative"
16,"rent",60,36,"married","no","fixed",100,250,0,0,1250,1816,"negative"
17,"owner",60,34,"married","no","fixed",75,173,4000,1600,933,964,"negative"
1,"rent",36,25,"single","no","fixed",49,135,0,0,600,675,"positive"
20,"other",60,36,"married","no","fixed",75,210,0,0,1330,1330,"negative"
7,"rent",60,47,"married","no","fixed",53,80,0,0,1350,1612,"negative"
3,"priv",6,24,"single","no","fixed",35,173,4800,0,475,1323,"negative"
13,"owner",60,28,"married","no","fixed",60,130,5000,1500,900,1281,"negative"
10,"owner",36,32,"married","no","fixed",75,112,5000,3600,400,830,"negative"
2,"rent",60,35,"married","yes","fixed",52,70,0,0,1000,1000,"positive"
4,"parents",36,28,"single","no","fixed",35,116,0,0,925,1350,"positive"
3,"owner",48,26,"married","no","fixed",45,165,4000,600,950,1490,"negative"
13,"owner",36,60,"married","no","freelance",60,116,4000,0,1000,1100,"negative"
2,"owner",24,57,"married","no","others",45,25,2500,0,400,1034,"negative"
2,"parents",36,34,"separated","no","fixed",35,130,4000,0,500,550,"negative"
2,"rent",60,57,"married","no","others",50,52,1800,0,800,866,"positive"
0,"other",24,46,"single","yes","fixed",35,78,0,0,550,550,"positive"
1,"owner",60,28,"married","no","others",45,148,4500,0,1300,1695,"negative"
12,"rent",36,35,"married","yes","freelance",82,74,8000,0,475,550,"negative"
1,"rent",60,21,"single","no","fixed",49,138,0,0,950,984,"negative"
0,"owner",36,45,"married","yes","others",90,155,5000,0,300,1012,"positive"
5,"rent",48,31,"married","no","fixed",70,247,0,0,900,1039,"negative"
1,"parents",48,27,"single","no","freelance",35,85,0,0,650,650,"negative"
0,"owner",12,59,"married","no","freelance",45,42,4000,0,400,790,"negative"
17,"ignore",60,55,"married","no","fixed",60,157,8000,0,1600,1600,"negative"
4,"owner",60,36,"married","yes","fixed",75,236,3750,2000,1500,1615,"negative"
15,"rent",60,41,"married","no","fixed",74,137,0,0,1000,1450,"negative"
28,"owner",36,51,"married","no","freelance",60,152,10000,0,500,635,"negative"
3,"parents",60,33,"single","no","fixed",35,167,10000,0,2000,2250,"negative"
0,"rent",48,39,"married","yes","fixed",153,330,0,0,1000,1260,"positive"
7,"rent",60,34,"single","no","fixed",60,250,9200,0,1500,1594,"negative"
1,"parents",36,22,"single","no","fixed",35,80,8000,0,490,690,"positive"
4,"owner",36,25,"single","no","fixed",35,200,5000,0,900,1139,"negative"
35,"owner",48,55,"married","no","freelance",60,84,13000,0,1390,1390,"negative"
19,"owner",60,33,"married","no","fixed",75,200,10000,1620,1000,1671,"negative"
6,"owner",60,28,"married","no","fixed",60,187,5000,0,1500,2180,"negative"
1,"owner",60,24,"single","no","fixed",35,70,4000,0,1200,1505,"negative"
12,"owner",60,38,"married","no","fixed",75,120,5000,0,1100,1172,"negative"
0,"owner",60,30,"married","no","fixed",45,80,2000,200,1000,1331,"negative"
15,"rent",24,47,"married","yes","freelance",79,41,7000,0,1200,2257,"positive"
3,"rent",60,31,"married","yes","fixed",81,57,0,0,1400,1475,"positive"
0,"parents",48,21,"single","no","fixed",35,70,0,0,1250,1365,"negative"
0,"rent",48,27,"married","no","freelance",70,250,0,0,860,970,"positive"
5,"owner",60,65,"married","no","others",45,222,12000,0,600,1264,"negative"
10,"owner",48,41,"single","no","fixed",35,175,3000,0,750,1128,"negative"
3,"rent",36,25,"single","no","fixed",49,138,0,0,900,1717,"negative"
4,"parents",36,27,"married","no","fixed",45,72,0,0,350,1426,"negative"
0,"owner",60,62,"married","yes","others",90,136,2650,0,600,790,"positive"
10,"owner",60,42,"married","no","freelance",90,40,5000,1600,2000,2550,"positive"
2,"parents",60,25,"single","no","freelance",45,130,8500,0,1100,1380,"negative"
1,"parents",60,34,"married","no","fixed",75,190,0,0,700,719,"positive"
2,"owner",60,24,"married","no","fixed",60,243,2500,1980,1250,1451,"negative"
2,"rent",60,26,"married","yes","fixed",70,98,0,0,1100,1240,"negative"
0,"parents",24,21,"single","yes","partime",35,126,0,0,1150,1586,"positive"
10,"owner",48,35,"married","no","partime",75,55,4000,0,1500,1786,"positive"
1,"owner",60,49,"married","no","partime",105,88,2000,0,850,1149,"positive"
1,"owner",60,35,"single","no","partime",35,181,4500,0,1600,1912,"positive"
14,"priv",60,33,"married","yes","fixed",90,77,3400,0,1500,1813,"positive"
4,"parents",36,27,"separated","yes","fixed",35,110,0,0,300,550,"positive"
17,"owner",60,35,"married","no","fixed",60,125,4000,0,1080,1428,"negative"
4,"owner",60,27,"married","no","freelance",60,225,14500,1200,700,2273,"negative"
2,"rent",36,35,"single","no","fixed",42,74,0,0,950,1000,"negative"
11,"owner",18,37,"married","no","fixed",45,115,20000,0,600,1200,"negative"
1,"rent",48,64,"married","no","others",74,137,3500,0,600,927,"negative"
14,"owner",36,34,"widow","no","fixed",45,202,6500,0,350,800,"negative"
2,"owner",48,37,"married","no","fixed",75,135,18000,0,1000,1062,"negative"
5,"owner",48,43,"married","no","freelance",45,145,5000,0,680,1350,"negative"
6,"rent",36,49,"married","no","others",65,54,0,0,450,615,"positive"
11,"owner",12,51,"married","no","freelance",45,80,6000,0,1000,1931,"negative"
9,"owner",36,24,"married","no","fixed",45,140,9000,0,1000,1100,"negative"
1,"parents",60,22,"single","no","fixed",35,90,0,0,1250,1590,"negative"
0,"parents",36,30,"single","no","others",45,32,0,0,650,750,"positive"
1,"owner",24,33,"married","no","fixed",45,130,3000,0,800,1465,"negative"
17,"owner",24,50,"married","no","freelance",60,285,22000,700,500,1321,"negative"
0,"parents",36,19,"single","no","partime",35,75,0,0,1450,1473,"negative"
5,"owner",36,26,"married","yes","freelance",45,150,7000,0,1500,2588,"negative"
12,"owner",60,28,"single","yes","fixed",35,172,3000,2000,950,1184,"negative"
1,"rent",36,23,"married","no","freelance",75,300,0,0,400,700,"positive"
3,"parents",60,26,"single","yes","fixed",35,73,0,0,650,1200,"negative"
20,"owner",60,51,"married","no","fixed",60,165,3500,0,500,625,"negative"
3,"owner",36,38,"married","no","freelance",90,300,3000,0,1200,1881,"positive"
14,"rent",60,30,"married","yes","fixed",67,217,0,0,1800,1807,"negative"
3,"priv",60,29,"married","no","fixed",60,90,2000,0,1650,1800,"negative"
4,"parents",36,28,"married","no","fixed",45,100,0,0,1000,2343,"negative"
0,"owner",48,38,"married","no","fixed",75,217,3500,0,1400,1689,"negative"
7,"owner",48,29,"married","no","fixed",60,62,4000,0,984,984,"positive"
4,"rent",6,28,"married","no","fixed",66,60,0,0,200,1566,"negative"
16,"owner",60,32,"married","no","fixed",60,117,1100,80,1400,1833,"negative"
2,"rent",48,22,"single","no","fixed",42,73,0,0,940,1127,"positive"
2,"parents",48,30,"single","no","fixed",35,86,0,0,900,1127,"positive"
11,"owner",48,30,"married","no","fixed",75,67,3000,2040,1000,1093,"positive"
30,"owner",36,53,"married","no","fixed",75,165,5000,0,900,900,"negative"
2,"priv",60,28,"married","yes","fixed",75,166,6000,0,1500,1599,"positive"
5,"other",48,22,"single","no","fixed",35,82,0,0,480,1910,"positive"
1,"rent",36,24,"married","no","freelance",44,90,0,0,1050,1493,"positive"
1,"rent",60,52,"separated","yes","fixed",68,327,0,0,700,819,"positive"
8,"owner",60,34,"married","no","fixed",75,145,3000,1800,1500,1703,"negative"
20,"rent",36,39,"married","no","freelance",95,202,0,0,600,1461,"negative"
4,"owner",60,30,"married","no","partime",45,150,4000,2800,1400,1763,"negative"
5,"rent",36,46,"married","no","fixed",82,223,0,0,450,650,"negative"
3,"parents",36,52,"married","yes","fixed",60,325,0,0,400,1700,"negative"
10,"owner",60,52,"married","no","fixed",60,143,5500,0,1300,1661,"negative"
10,"rent",60,36,"married","no","fixed",85,100,0,0,850,1150,"negative"
11,"owner",12,25,"married","no","fixed",45,124,2500,1000,800,1602,"negative"
22,"rent",48,46,"married","no","fixed",86,110,0,0,1150,1528,"negative"
0,"other",48,45,"married","no","freelance",75,120,0,0,900,964,"positive"
25,"owner",60,53,"married","no","fixed",60,107,4000,0,800,932,"negative"
2,"other",60,22,"single","no","fixed",35,83,0,0,1400,1430,"positive"
0,"other",36,50,"married","no","partime",60,162,20000,0,1000,1615,"negative"
0,"owner",48,52,"married","yes","others",90,245,3850,2432,1520,1670,"positive"
12,"priv",60,47,"married","no","fixed",60,243,8500,0,1850,1890,"negative"
4,"rent",60,27,"single","no","fixed",43,76,0,0,650,1070,"negative"
12,"owner",18,35,"married","no","fixed",60,400,6000,0,200,2225,"negative"
0,"parents",48,21,"single","no","partime",35,106,5000,0,500,1131,"negative"
22,"owner",36,44,"married","no","fixed",75,120,7000,0,650,1852,"negative"
3,"parents",60,32,"single","no","fixed",35,122,0,0,2000,2050,"positive"
1,"rent",36,34,"divorced","no","fixed",43,80,0,0,700,700,"negative"
14,"priv",60,36,"married","no","fixed",60,120,4000,1500,1500,1540,"negative"
10,"rent",48,36,"married","no","fixed",80,200,0,0,978,1338,"negative"
13,"rent",60,36,"married","no","fixed",79,191,4000,700,1000,1209,"negative"
1,"rent",60,24,"married","no","fixed",52,67,0,0,800,1137,"negative"
5,"rent",12,35,"married","yes","freelance",96,210,0,0,300,700,"negative"
4,"owner",60,42,"single","no","fixed",35,110,2500,0,1090,1565,"negative"
3,"other",60,55,"married","no","fixed",45,45,0,0,600,864,"negative"
19,"owner",60,49,"married","no","fixed",135,150,3500,0,1100,1477,"negative"
4,"parents",60,38,"separated","no","fixed",35,100,0,0,1300,1500,"positive"
9,"owner",60,32,"married","no","fixed",75,345,6000,3300,700,994,"negative"
7,"owner",60,36,"married","no","fixed",60,122,3000,0,750,850,"negative"
26,"owner",60,55,"married","no","fixed",60,110,10000,0,1500,1527,"negative"
2,"rent",60,30,"married","yes","freelance",54,90,2000,0,1500,1500,"positive"
11,"owner",48,29,"married","no","fixed",75,76,15000,0,300,1336,"negative"
4,"rent",36,48,"married","no","freelance",94,340,1000,0,525,525,"negative"
2,"owner",60,29,"married","yes","fixed",60,185,6300,2300,2000,2675,"positive"
5,"owner",60,42,"married","no","fixed",75,101,3500,0,1090,1190,"negative"
3,"owner",24,32,"married","no","fixed",60,196,5000,300,800,1606,"negative"
17,"owner",36,47,"married","no","fixed",75,158,17000,0,1000,2159,"negative"
9,"parents",60,33,"married","no","fixed",45,221,3000,0,1600,2344,"negative"
18,"owner",60,32,"single","no","fixed",35,133,3500,150,1600,2200,"negative"
6,"owner",24,45,"married","no","freelance",90,150,5000,0,250,450,"negative"
12,"owner",12,40,"married","no","fixed",75,390,8000,0,500,1732,"negative"
2,"owner",36,28,"married","no","partime",60,146,2500,0,700,1258,"negative"
1,"parents",48,29,"single","no","freelance",45,478,9000,0,2100,2450,"negative"
8,"other",24,41,"divorced","no","fixed",60,90,4000,0,500,1600,"negative"
25,"priv",48,55,"married","no","fixed",60,169,4000,0,1000,1459,"negative"
25,"owner",60,61,"married","yes","freelance",45,100,39000,0,1060,1134,"positive"
3,"rent",18,30,"married","no","freelance",54,90,0,0,300,425,"positive"
2,"owner",48,40,"married","no","freelance",60,160,3000,800,1300,1521,"negative"
3,"rent",48,36,"married","yes","fixed",82,222,0,0,1900,2100,"negative"
18,"owner",60,42,"married","no","fixed",75,111,2500,0,1150,1640,"negative"
1,"owner",48,18,"single","no","partime",45,111,7000,0,1100,1299,"negative"
4,"owner",36,23,"married","no","fixed",75,168,4000,0,1100,1385,"negative"
20,"owner",60,49,"married","no","freelance",90,215,4500,0,1000,1228,"negative"
14,"owner",60,28,"married","no","freelance",75,94,5500,9500,1660,2419,"negative"
0,"parents",36,26,"single","no","fixed",35,63,0,0,600,994,"negative"
8,"rent",60,25,"married","yes","fixed",73,280,0,0,600,1364,"positive"
15,"owner",48,33,"married","no","fixed",75,220,7000,0,1300,2400,"negative"
3,"owner",60,30,"married","no","fixed",45,126,3500,2400,1000,1120,"negative"
20,"owner",36,44,"married","no","fixed",60,120,3000,0,350,400,"negative"
2,"parents",60,25,"divorced","no","partime",35,90,0,0,900,1111,"positive"
17,"owner",24,55,"married","no","freelance",75,191,14000,0,1000,2420,"negative"
20,"rent",60,41,"single","no","freelance",50,148,4000,0,835,1356,"negative"
2,"parents",24,26,"single","no","fixed",35,88,0,0,325,450,"negative"
11,"parents",60,27,"married","no","fixed",60,150,2500,0,1100,1129,"negative"
12,"owner",60,34,"married","no","fixed",60,115,4000,0,1650,1686,"positive"
1,"rent",60,31,"divorced","yes","fixed",43,76,0,0,500,1300,"positive"
2,"owner",60,37,"married","no","fixed",60,145,3500,1100,1250,1763,"negative"
17,"priv",60,48,"married","yes","freelance",60,69,7000,0,1400,1813,"positive"
3,"parents",36,22,"single","no","fixed",35,60,19000,0,775,1050,"negative"
4,"parents",48,25,"single","no","fixed",35,73,0,0,700,814,"positive"
38,"owner",48,56,"widow","no","fixed",35,112,3000,0,850,960,"negative"
12,"owner",60,39,"married","no","fixed",90,95,4000,250,1450,1686,"positive"
15,"parents",48,40,"single","no","fixed",35,150,0,0,1000,1399,"negative"
20,"owner",60,51,"married","no","fixed",60,250,2500,0,1250,1825,"negative"
0,"parents",48,27,"single","yes","fixed",35,46,0,0,900,1216,"negative"
2,"priv",60,25,"married","no","fixed",45,60,3000,0,1150,1163,"negative"
4,"other",60,25,"single","no","partime",35,92,0,0,1400,1661,"positive"
7,"owner",60,36,"married","no","fixed",90,120,6000,1500,900,1175,"negative"
4,"owner",12,32,"married","no","fixed",45,231,13000,290,400,1198,"negative"
2,"rent",60,32,"married","no","fixed",93,175,0,0,1650,1688,"positive"
2,"parents",48,23,"single","no","partime",35,160,3500,1200,1200,1426,"negative"
1,"parents",60,22,"single","no","fixed",35,109,0,0,1000,1466,"negative"
0,"parents",48,25,"married","no","fixed",60,247,0,0,1900,1900,"positive"
0,"other",60,34,"single","no","fixed",35,140,3000,0,1550,1570,"positive"
2,"other",60,41,"separated","no","freelance",35,100,5000,0,1200,1450,"negative"
8,"parents",48,28,"single","no","fixed",35,115,500,0,360,363,"negative"
3,"rent",36,34,"single","no","fixed",41,63,30000,0,625,921,"negative"
0,"parents",60,20,"single","no","fixed",35,79,0,0,1570,1575,"positive"
10,"rent",48,38,"married","no","freelance",78,333,0,0,700,1386,"negative"
4,"owner",48,49,"single","yes","fixed",35,183,8000,0,1200,1531,"negative"
0,"owner",36,36,"married","no","others",45,25,3500,0,1300,2246,"positive"
20,"priv",60,39,"married","no","fixed",90,159,2000,0,750,790,"negative"
10,"rent",60,39,"married","yes","freelance",119,292,13000,2500,1500,2262,"positive"
0,"rent",60,29,"married","no","partime",61,160,0,0,1000,1055,"negative"
21,"rent",36,42,"married","no","fixed",74,135,450,0,240,1275,"negative"
3,"rent",60,48,"separated","yes","fixed",47,120,0,0,1000,1077,"positive"
2,"owner",36,27,"widow","no","fixed",35,135,8000,0,750,1296,"negative"
1,"owner",60,46,"married","yes","fixed",75,209,11000,0,1800,2015,"positive"
19,"rent",18,39,"single","no","fixed",45,100,0,0,450,997,"negative"
3,"rent",24,22,"single","no","freelance",50,148,0,0,700,950,"positive"
25,"parents",60,64,"married","yes","fixed",45,130,0,0,2047,2946,"positive"
2,"rent",60,28,"single","no","fixed",45,101,0,0,1300,1333,"negative"
3,"parents",36,21,"single","no","partime",35,49,0,0,750,850,"negative"
5,"rent",30,58,"married","no","fixed",80,200,15000,0,520,690,"negative"
10,"rent",36,47,"single","no","partime",86,114,3500,0,400,872,"negative"
